label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83
A,0.04967141530112327,-0.005762263641712303,0.08089508894827611,0.17648709436232424,0.008820353577444782,0.016865191889093984,0.20623288751747773,0.1330752294815516,0.017389814426769505,0.12658201713716344,0.03395418836362238,0.041672038960351765,0.12036734208476044,-0.08725582688471813,-0.060545576363184944,0.06356234158011809,0.02632170762651652,0.1668100829520863,0.05232825302248498,0.009608367307073234,0.30507245200326366,0.1435575485657166,0.18047238417408495,0.03878393876027378,0.13431252594467308,0.20728599674313056,0.08848628155768551,0.24849438188550033,0.15814478188096026,0.19626658190782176,0.1724339567592294,0.42494058775299526,0.24540883925837048,0.1479690694840276,0.3429102462608963,0.145419175725373,0.2951680975125346,0.08502157125082374,0.15480372799375605,0.31386738362955785,0.37451031687589487,0.32420467117221646,0.30182731834967763,0.2895245547186845,0.17794235308736167,0.25988500692265726,0.2917940937773023,0.4494708462195984,0.3839316798962042,0.1789861256290366,0.39332640313850276,0.3279437539658199,0.30419842895129995,0.43840016119659064,0.485576254605914,0.4807485869104014,0.3087422596863269,0.3666840638007095,0.4355695008436325,0.5047308351530166,0.36388614052814233,0.39775778192167127,0.31010199500334545,-0.03498483494156068,0.043507406996561596,0.10821544544242784,0.08418565683230556,0.05458676449925536,0.026513997448801147,0.07013105074646472,0.08441118287788174,0.08559629731180418,0.06133082325795711,0.09520601504894723,-0.11015726569632306,0.1011335750176537,0.04792492716182713,0.015303928550949086,0.036347813710604096,-0.08621911157489487,0.07203518560112325,0.04400781608546864,0.07869881197000282,0.1242676303580967
A,-0.08084936028931877,-0.042111537883047494,0.10766644690841429,0.05705921968749013,-0.020740329326925502,0.09160563089534765,0.058019360901542624,0.15319625561954964,-0.005868056367470523,0.039559798118790145,0.041085142331652835,-0.0581064804958344,0.12578314263461463,0.1301777247990506,0.11245755255236443,0.09633238116670068,-0.01393225454508254,0.09332081741602301,0.10885920892192913,0.07061101051844049,0.14237900394450734,0.206540264295824,0.3623381538263456,0.19871653866480335,0.21450583746946777,0.1887491461955272,0.01170851777001164,0.20827319250601142,0.22423167186694343,0.47176016813567806,0.21336852150405686,0.26986750353546274,0.24328738476163955,0.13687235861766445,0.3749380365020794,0.34269684399115263,0.35338493271636373,0.1900498381593274,0.427901763977209,0.1539961537634174,0.35934936825638086,0.5261134056342173,0.21433851407543283,0.26300515131733615,0.33575968863286854,0.2815218623505082,0.1827916277666678,0.35061492107830955,0.24333947956674756,0.4026493842288281,0.26897558277564293,0.5214454225092056,0.2935652997482721,0.3450263806919363,0.4638280240932859,0.26453414335538605,0.4154100054690037,0.5283195768140738,0.24169483424715332,0.42563970829401115,0.4377918437375137,0.49450596676578407,0.29704042131614006,-0.025642176240568394,0.04714662445521191,0.06857851102159974,0.04103877397976146,0.027691831680451362,0.01173754648789347,0.040606092426702003,0.0909524881018155,-0.032783559555983714,0.1130634658370688,0.044228438427076106,-0.03052828090035434,0.09555354411603936,0.016171099343511464,0.09546456329584282,0.10602150763145057,-0.034068214006033555,0.09476151882137733,0.07496121304762833,0.076379182198438,0.16578887178267168
A,-0.02453881160028705,-0.0673094499603428,-0.07282520782434547,-0.05739691977502215,0.02452552010836796,0.07439408506567644,0.0759806858997405,0.13905008146986308,0.06563744220805542,0.21767942049429867,0.053830274321073,0.36026193097633935,0.15873784970465765,0.018356441939433407,0.004856957082007118,0.1680383360285339,0.10525854112737382,0.20678539910176813,0.19045442303196056,0.14355584617491512,0.07382820330426774,0.014650456145783697,0.12906806849859045,0.2668986368139667,0.21016017281021174,0.07161985990094513,0.220903731885034,0.2494563180238168,0.12982290725272747,0.24080846748170223,0.2384254898267691,0.12541573951903917,0.2825372977669922,0.3098186150164411,0.36896087936810507,0.3728837459259655,0.1365148012163499,0.18720607964728903,0.3391258596044651,0.3455598551338664,0.35216842750695865,0.6923409921186916,0.3704811976578184,0.4331914882956733,0.42119472847342465,0.3970085528927079,0.3063310464092465,0.41965554564703356,0.27228732948560086,0.3316082804913091,0.3123816514161129,0.3746393959460838,0.6033564856492467,0.19050601305332904,0.45110232139377027,0.2263489878798164,0.3454708254296474,0.5065003610825676,0.4088711596128224,0.29940184464785013,0.3402731933866745,0.4842834544815206,0.3476988292322346,0.02309110397250098,0.03590791026139114,0.0038004092920924173,0.13587990955081852,0.043957481863038224,-0.06409438835393114,0.04727651578730353,0.03621189041359628,0.07541682758012735,0.06835615802841835,0.021165318311906725,0.20150904472736253,0.12232378512800246,-0.050837114821687755,-0.01429659279901372,0.05987705377272938,0.019865679647072497,0.19093013657810554,0.11490164594972489,0.008487442679786628,0.08277367412014133
A,0.21221561970126335,0.11131069253052087,-0.1358107614571945,-0.02423929856510346,0.15892680596844067,-0.030488058977866044,0.09269354878136143,0.13379516190919438,-0.028355794137543577,0.06637347717238697,-0.24383077636203868,-0.014193749816051537,0.07091429978884099,-0.02070612061542329,0.27518733728128186,-0.02322304329184792,0.08360037099026052,0.14845940742116806,0.2872579894812176,0.007252522322658439,0.2748239503266042,0.16715848471632885,0.07556869860049747,0.22746910480794652,0.20865676795453833,0.13617205005626448,0.21056584779891768,0.1723932203647571,0.22956038539796558,0.2916490243392541,0.39120629959670433,0.11593121941941659,0.46006189919779056,0.05853138242736747,0.24547724554701902,0.3263352613709329,0.3023809247855623,0.21871863165674194,0.2668101078478716,0.2448811665767622,0.24172718318193268,0.39202805275532193,0.34909369518500644,0.25034396475154796,0.4157545396674295,0.36259937984978907,0.4191441827571771,0.40672150779006805,0.2666703498471508,0.299272037145613,0.43564736671134946,0.427489008550798,0.369800469585481,0.38896527064338204,0.5102427919351614,0.32846343611519857,0.44737375012559455,0.37738603614244154,0.3806750373805541,0.5170540076394997,0.49434519921147435,0.4976746431881168,0.5512833731193811,0.10636335756900765,0.08963813706602206,0.05218348781590497,0.02832678013812017,0.07262216160277167,0.02009146623885507,0.07603828486234399,0.02578713480840078,0.11879536097056265,-0.01713849214447137,0.06000149523920746,0.06500218029302927,0.07501057402074536,0.041558311375078975,0.16728089061822116,0.010998139330602312,-0.0031112064699560654,0.07774755908530441,0.10780373373866502,0.052382216042633545,0.1283358799784853
A,-0.08254971967925116,-0.024074417689893185,0.0574193805657693,-0.032188346558875786,-0.049986348506864765,0.06464760873320327,0.07280826307761086,0.00563743902914772,0.017233422458432436,0.09553100651433061,-0.0645124765048638,-0.052501363120278075,0.024326692802913427,0.08272748240987693,0.1430369634479188,0.2673267161991706,0.21337078198016085,0.11939149669621621,0.1412290397843372,0.0505858009768215,0.15665626151186926,0.13726931472235632,0.2059914197391015,0.09853566302638715,0.24068544982130857,0.3494676290724017,0.19270962445423004,0.25109575226082725,0.28722305004395204,0.18531390969856582,0.2550138661632108,0.240972009380281,0.25652617158704705,0.176439183994071,0.26310677247647163,0.31730336984702023,0.4193960987915632,0.376915666247322,0.5029405786347547,0.21744650375384056,0.38789572254842164,0.3254020436270546,0.532372439910269,0.2388050957420982,0.2418223679060268,0.2719301632177259,0.12546839844230037,0.2911831214296307,0.27365658478398824,0.3703295198129308,0.3950936037767392,0.5540690659290401,0.46693301280050087,0.31954216674626357,0.2926348352214831,0.43681249214943213,0.26064069130652656,0.5807511779712663,0.5203871697754048,0.36025875723031026,0.2404901114035836,0.5517109170045943,0.40928150787868645,0.10311881378709427,-0.0676853368104867,-0.0012748341686640435,0.016353579241578906,0.02733179710508611,0.009798020279415714,0.06751447336790309,-0.05056231688468752,0.0014973104704202054,0.053707665278288096,0.05795581028824244,0.0618193675934657,-0.044069957841977585,-0.03538913230205918,0.13515869924229007,0.14869272737008637,0.06845339232671543,0.13711162769010884,0.07616374361446641,0.08424697397312178,0.0813840702039142
A,0.2060747924881987,0.18359825071972663,-0.008770179709700489,0.12134120381695723,0.09677328600829313,0.17714204333724692,-0.048180740091271865,0.12493690256610464,0.1701797017052235,-0.10354793586374446,-0.038029893621708916,-0.11567820345863263,0.06923043148370125,0.17582642316065789,0.2621819120977212,0.12720057254619288,0.2904663742170881,-0.00262479612893024,-0.027207583360909393,0.1452839675509405,0.19691412000503897,0.16286570380496085,-0.033024646298695115,0.17234675343034062,0.058303848346706016,0.2631609926551478,0.24024546390960064,0.11693660141819759,0.16682195913917142,0.11951460469825427,0.22633670825485191,0.33522700135222533,0.1481859570986095,0.30414481393140214,0.20762999321333328,0.18821625749624082,0.2635787020166032,0.1774643513968639,0.23225740234888093,0.17439347078376066,0.4971361721679928,0.3105941982503923,0.2434195957892431,0.3410329153510356,0.31456174715502144,0.30977246780880585,0.3992746408776236,0.4195093946024373,0.2965197361783053,0.297708317100842,0.33341283648385883,0.13625986553389305,0.2203715227620406,0.5139199590569563,0.5469730737064473,0.3627169710431437,0.4503197083141674,0.42873031684018453,0.7103312385487999,0.5191338135842384,0.39901180516459467,0.3207696355280104,0.26009086037819096,0.11248284655116086,0.05346672427530679,-0.06672765183878393,0.028193184763287388,-0.005766245860872092,0.17246561348755768,0.06816303847608302,0.061907431939352726,0.15867693574331182,0.055549911312271744,-0.024053846390878778,0.13386639672902648,0.06153307361362588,0.03559863171560567,0.12007732422424763,0.01964800368083236,0.07405956056570857,0.047621273934074664,0.10907294539240497,0.0024583270339042507,0.12597047274439815
A,-0.06506425691218269,-0.04064837190106344,-0.04311315728568006,-0.06221496824645992,0.03708785384426108,-0.04281612405709174,0.07535728854472247,0.05130794562134701,0.040442448333623746,-0.01843035342559282,0.022618824588035324,0.16378413689995308,0.14626283369059512,0.006316673101206552,0.12187943743104093,0.19492980684139427,-0.03933570845217829,0.18972136893055241,0.07686828468002141,0.20789860429991833,0.08218165945685656,-0.01435303145208175,0.010965319916976302,0.18606725204775765,0.21472304856933952,0.10576207526170307,0.2674448851776532,0.044772573824037126,0.21160067100810911,0.10433433691090375,0.1674210072019532,0.2444526364337429,0.16071722520376863,0.21528460795663512,0.36128503597202144,0.20981435377016036,0.3578509492185732,0.16801789817303947,0.3406027506751274,0.43833812210843554,0.053499208863624886,0.22737831750617177,0.3710993593065557,0.2993303856733141,0.36290913946123526,0.27147090909054605,0.34651694962057106,0.3281909000584989,0.4663480571053388,0.3807322254954313,0.39467827240654346,0.3252642853952048,0.32313000657464647,0.33397671353054176,0.4219215165941486,0.34552212691675527,0.42164149769823206,0.6051453812503749,0.48955562804644537,0.3745739692239966,0.5319249565290658,0.37551614228589786,0.21692303888616285,-0.017895135586928318,-0.07322100654706226,0.0039742270333259465,0.03200833899795092,0.10236154160550255,0.037747890366655934,0.026687966871666375,0.06711299764812723,-0.0903410531102981,0.020995382928397387,0.04985170767598629,0.007597117809767892,0.1300586499397556,0.02008313592223881,0.04002456254183553,0.12848792913054347,0.13319742550357125,0.10338594813230091,0.050807333320178866,0.0802340605904133,-0.0014476265078438577
A,0.08303358165442457,-0.07754421611548057,0.02328285886014611,-0.02358163595498999,0.08013367362441756,0.07364509811270686,0.1520656003925285,0.005330116680785993,0.037349759490927587,-0.025550358799663775,0.035866631637257444,0.12597506362186267,0.1718699765926922,0.011855665163299112,0.19890679889868437,0.25535488038471044,0.168948309982329,0.3230649309483655,0.06575174066424877,0.026373267109460682,-0.019364449779319615,0.31573960976328846,0.23915612934069835,0.17570029029057393,0.21674766102917337,0.08364483304230629,0.44816083726159844,0.22384669824845588,0.22914813033333006,0.2980126192770186,0.28070554115584045,0.2621011717300146,0.16771111618763268,0.30088699809321723,0.44885820469808074,0.402045545337973,0.4336004006759987,0.2298670159956828,0.188661850857741,0.2816025680326807,0.30623615010522326,0.41648699490031427,0.14414568361701974,0.4725899562236747,0.30999376226620545,0.2891813207673861,0.2366475333472643,0.17827295641112986,0.4318869093355495,0.36262193788415037,0.23192191622491787,0.23694410480108993,0.33831215905288303,0.5441346848414432,0.3565171672199584,0.23730627968697093,0.3680897055999963,0.3703329444110639,0.13275449340911893,0.4017468357889995,0.38871011129180355,0.4859443160693948,0.6056311018984828,0.09779735197172512,0.025288828415096012,-0.043685917765191984,0.14045771537072632,0.04298489137657421,0.03748573754466646,0.07453385471640768,0.012569283759688542,0.01145251752845387,-0.01590931088269018,-0.009413475944625303,0.061183401397075184,0.05834129776217588,-0.029714595417425677,0.10412041260083901,0.11354553786191218,0.15927251244659663,0.026188719372614966,0.08742752938712188,0.07548936457399755,-0.0939878918292747
A,-0.03426875940803488,-0.029079920124172987,-0.12462493433357526,-0.053597560037565856,-0.07882189349680449,0.21550593192637432,0.14187944528148472,0.18348726606567656,0.13650445942458822,-0.04057916434315596,0.027843931016891234,0.13718247044016926,-0.02604166596103752,0.17537204059830047,0.08791366707230484,0.08230901374925562,0.19870081648030807,0.1798116808411629,0.10703404399269809,0.2667717177770272,0.05040124235111851,0.22772873930879653,0.23302968950213093,0.15030411345022043,0.22136410062140313,0.07108238013361365,0.2959883412206059,0.19243436640663422,0.16593634882093683,0.33033687947083834,0.16217024892789317,0.09886663966574552,0.0910956443797735,0.3143411575141816,0.13261281980094905,0.4429829589209117,0.0660887972236868,0.4506342204678051,0.30872407960386095,0.28450994885560627,0.24617175019545884,0.34698145448842654,0.3096286763460168,0.4299651124792655,0.3372173169903084,0.34689960390831587,0.3014967496518955,0.33806406122560007,0.380350027828564,0.1842733018996474,0.22609946398845196,0.4407783914097231,0.38897717279469,0.3588341986772359,0.38431969566285823,0.42237874553494864,0.3386880439776546,0.31977482884559966,0.42202768321304424,0.30933904467927753,0.4526288398841185,0.24606531916426894,0.5236510561365126,0.040760900401191166,0.027339397598203082,0.11128584186997861,0.11005967328246918,0.09008865335592692,0.01487713069535608,0.006723113600871855,0.05998877241785128,0.06934501699846451,0.04616696528390601,-0.022367023993493995,0.07771463903204609,-0.024749785306748946,0.056661351743563196,-0.02643282178581083,-0.0050536084381338844,0.031113708290366443,0.040628484168985554,0.10609698595336936,0.08433941942384804,0.15680905631155845
A,0.049331790088088925,0.026547778844893555,-0.0697095428799145,0.09421509666242082,-0.02532809157399902,0.052479869048548185,0.3043200597936181,0.046725766593795716,0.1792645856488323,0.002008370265978221,0.07679710859517243,0.26532507788092846,0.03347440914938028,0.2853170533807545,0.18272140043366591,0.0635444169147886,0.190845593565511,0.2326407946552319,0.20531165679632574,-0.006183734548443259,0.08579385752862138,0.1413833150592197,0.16627622079528795,0.24332596713668725,0.20652089849051672,0.06265930190113381,0.24160542440051214,0.27198315457931543,0.27418769566594475,0.3335140294426116,0.31599683343705953,0.2856307772249452,0.23974199058629916,0.08764406902801852,0.30361757696383596,0.28827230943878634,0.3014396217315964,0.15331372605677035,0.1795166788427729,0.3994965453759359,0.2967081434906883,0.3752179127904819,0.3162239842015478,0.3226105382271879,0.4196229327217042,0.2802649549403907,0.3474700485673794,0.29753109472720257,0.3061202281961265,0.32437292881844604,0.38313138336239455,0.3185771198411038,0.4974662415392479,0.2877718020905535,0.363789137940183,0.3436474691713641,0.537361800443964,0.41726077903698844,0.5056276116501396,0.2586202851370835,0.4385085908995972,0.5052867591503967,0.42896389133149065,0.07792991042269842,-0.012592092233017107,0.10529392130955845,0.16198279386648906,-0.005479236214913351,0.003952765385183465,0.22249149733082463,0.10233299015823828,0.06300999479603586,-0.02000515639687563,0.02427159051084716,0.0638889667134722,-0.029198518347964306,0.09052381222748582,0.052463291657425984,0.030016586275308333,0.10655533853698756,0.19279901395299232,0.05201843847478368,0.0523079674933231,0.03214488149482711
